id,name
154,platform-releng-inbox@eclipse.org
166,PDE-Incubator-Inbox@eclipse.org
129,platform-webdav-inbox@eclipse.org
168,Erich_Gamma@oti.com
136,jdt-core-inbox@eclipse.org
27,dejan@ca.ibm.com
162,Philippe_Mulet@oti.com
187,cdt-core-inbox@eclipse.org
183,Kevin_Haaland@oti.com
205,Platform-UI-Inbox@eclipse.org
82,DJ_Houghton@oti.com
84,jdt-core-inbox@eclipse.org
44,platform-team-inbox@eclipse.org
5624,mdelder@us.ibm.com
8826,grant_gayed@ca.ibm.com
1961,Tod_Creasey@ca.ibm.com
1068,janek.lb@gmail.com
238,Platform-UI-Inbox@eclipse.org
123,Kevin_Haaland@oti.com
215,DJ_Houghton@oti.com
218,Philippe_Mulet@oti.com
219,Kevin_Haaland@oti.com
17212,platform-ui-triaged@eclipse.org
227,Kevin_Haaland@oti.com
230,Nick_Edgar@oti.com
233,Erich_Gamma@oti.com
116,Mike_Wilson@oti.com
196,Platform-UI-Inbox@eclipse.org
155,Platform-UI-Inbox@eclipse.org
248,jdt-ui-inbox@eclipse.org
217,Philippe_Mulet@oti.com
263,platform-update-inbox@eclipse.org
222,Mike_Wilson@oti.com
225,Platform-UI-Inbox@eclipse.org
267,Kevin_Haaland@oti.com
280,Erich_Gamma@oti.com
232,Philippe_Mulet@oti.com
282,Erich_Gamma@oti.com
283,Darin_Wright@ca.ibm.com
287,Philippe_Mulet@oti.com
216,Darin_Wright@ca.ibm.com
16,platform-vcm-inbox@eclipse.org
290,jdt-ui-inbox@eclipse.org
146,jdt-ui-inbox@eclipse.org
294,Mike_Wilson@oti.com
300,jdt-core-inbox@eclipse.org
302,Platform-UI-Inbox@eclipse.org
121,jdt-core-inbox@eclipse.org
32503,cwindatt@ca.ibm.com
307,Darin_Wright@ca.ibm.com
185,DJ_Houghton@oti.com
313,cdt-core-inbox@eclipse.org
278,Mike_Wilson@oti.com
255,Erich_Gamma@oti.com
481,felipe_heidrich@ca.ibm.com
88,platform-doc-inbox@eclipse.org
234,DJ_Houghton@oti.com
258,platform-cvs-inbox@eclipse.org
323,Erich_Gamma@oti.com
254,Erich_Gamma@oti.com
327,jdt-ui-inbox@eclipse.org
320,platform-swt-inbox@eclipse.org
321,platform-swt-inbox@eclipse.org
289,Erich_Gamma@oti.com
330,Platform-UI-Inbox@eclipse.org
314,Platform-UI-Inbox@eclipse.org
260,Philippe_Mulet@oti.com
244,Philippe_Mulet@oti.com
253,platform-swt-inbox@eclipse.org
191,Platform-UI-Inbox@eclipse.org
336,DJ_Houghton@oti.com
252,Mike_Wilson@oti.com
265,pde-build-inbox@eclipse.org
180,Mike_Wilson@oti.com
351,Erich_Gamma@oti.com
333,John_Wiegand@us.ibm.com
354,platform-ide-inbox@eclipse.org
355,Erich_Gamma@oti.com
359,DJ_Houghton@oti.com
107,Mike_Wilson@oti.com
204,Adam_Kiezun@oti.com
363,Platform-UI-Inbox@eclipse.org
362,gef-inbox@eclipse.org
295,pde-build-inbox@eclipse.org
3481,platform-compare-inbox@eclipse.org
365,Erich_Gamma@oti.com
126,Kevin_Haaland@oti.com
299,jdt-core-inbox@eclipse.org
3224,jhalhead@ca.ibm.com
315,jdt-core-inbox@eclipse.org
12828,Boris_Bokowski@ca.ibm.com
316,jdt-core-inbox@eclipse.org
367,Erich_Gamma@oti.com
370,Philippe_Mulet@oti.com
261,jdt-ui-inbox@eclipse.org
335,Kevin_Haaland@oti.com
474,DJ_Houghton@oti.com
374,Erich_Gamma@oti.com
375,jdt-ui-inbox@eclipse.org
380,Erich_Gamma@oti.com
395,Erich_Gamma@oti.com
378,platform-runtime-inbox@eclipse.org
392,jdt-text-inbox@eclipse.org
407,Mike_Wilson@oti.com
408,Darin_Wright@ca.ibm.com
389,jdt-core-inbox@eclipse.org
420,Erich_Gamma@oti.com
303,jdt-ui-inbox@eclipse.org
239,dejan@ca.ibm.com
424,Erich_Gamma@oti.com
428,DJ_Houghton@oti.com
149,Erich_Gamma@oti.com
388,Philippe_Mulet@oti.com
412,Philippe_Mulet@oti.com
188,Erich_Gamma@oti.com
329,jdt-core-inbox@eclipse.org
6,platform-swt-inbox@eclipse.org
243,Kevin_Haaland@oti.com
437,Mike_Wilson@oti.com
440,Erich_Gamma@oti.com
394,Erich_Gamma@oti.com
443,Mike_Wilson@oti.com
444,DJ_Houghton@oti.com
445,DJ_Houghton@oti.com
450,DJ_Houghton@oti.com
453,DJ_Houghton@oti.com
477,Kevin_Haaland@oti.com
473,jdt-ui-inbox@eclipse.org
475,Mike_Wilson@oti.com
490,Erich_Gamma@oti.com
478,Kevin_Haaland@oti.com
495,Carolyn_MacLeod@ca.ibm.com
368,Platform-UI-Inbox@eclipse.org
480,DJ_Houghton@oti.com
504,Philippe_Mulet@oti.com
499,Nick_Edgar@oti.com
286,Kevin_McGuire@oti.com
468,jdt-core-inbox@eclipse.org
328,Kevin_Haaland@oti.com
522,Kevin_McGuire@oti.com
387,Erich_Gamma@oti.com
386,alain@qnx.com
525,Mike_Wilson@oti.com
524,jdt-core-inbox@eclipse.org
106,Darin_Wright@oti.com
482,Mike_Wilson@oti.com
511,Erich_Gamma@oti.com
533,Kevin_McGuire@oti.com
526,platform-core-inbox@eclipse.org
405,pde-core-inbox@eclipse.org
536,Erich_Gamma@oti.com
540,Darin_Wright@oti.com
390,platform-core-inbox@eclipse.org
479,jdt-ui-inbox@eclipse.org
2186,pde-ui-inbox@eclipse.org
527,DJ_Houghton@oti.com
27609,platform-cvs-inbox@eclipse.org
560,Philippe_Mulet@oti.com
566,Philippe_Mulet@oti.com
19886,Michael_Rennie@ca.ibm.com
572,Erich_Gamma@oti.com
574,Platform-UI-Inbox@eclipse.org
576,Platform-UI-Inbox@eclipse.org
578,Erich_Gamma@oti.com
580,platform-swt-inbox@eclipse.org
568,Kevin_McGuire@ca.ibm.com
581,platform-text-inbox@eclipse.org
583,platform-releng-inbox@eclipse.org
212,Kevin_McGuire@oti.com
585,Mike_Wilson@oti.com
589,Philippe_Mulet@oti.com
122,jdt-ui-inbox@eclipse.org
341,Philippe_Mulet@oti.com
552,Mike_Wilson@oti.com
591,Mike_Wilson@oti.com
461,DJ_Houghton@oti.com
598,philippe_mulet@fr.ibm.com
596,jdt-ui-inbox@eclipse.org
494,Kevin_Haaland@oti.com
600,jdt-ui-inbox@eclipse.org
595,Erich_Gamma@oti.com
604,DJ_Houghton@oti.com
590,pde-ui-inbox@eclipse.org
605,Erich_Gamma@oti.com
594,Erich_Gamma@oti.com
339,turnham@ca.ibm.com
564,Kevin_Haaland@oti.com
611,Erich_Gamma@oti.com
612,DJ_Houghton@oti.com
624,Philippe_Mulet@oti.com
312,platform-help-inbox@eclipse.org
623,jdt-core-inbox@eclipse.org
614,Mike_Wilson@oti.com
635,platform-ide-inbox@eclipse.org
631,Kevin_Haaland@oti.com
637,Darin_Wright@oti.com
296,wst.xml-inbox@eclipse.org
617,Mike_Wilson@oti.com
633,dejan@ca.ibm.com
12825,platform-ui-triaged@eclipse.org
427,Kevin_Haaland@oti.com
539,platform-swt-inbox@eclipse.org
348,Platform-UI-Inbox@eclipse.org
648,Mike_Wilson@oti.com
653,Philippe_Mulet@oti.com
658,DJ_Houghton@oti.com
223,Darin_Wright@oti.com
634,Mike_Wilson@oti.com
636,DJ_Houghton@oti.com
657,Kevin_Haaland@oti.com
662,Philippe_Mulet@oti.com
505,Kevin_Haaland@oti.com
507,DJ_Houghton@oti.com
668,Erich_Gamma@oti.com
5470,platform-swt-inbox@eclipse.org
489,Erich_Gamma@oti.com
671,Erich_Gamma@oti.com
672,Erich_Gamma@oti.com
454,Darin_Wright@ca.ibm.com
664,jdt-ui-inbox@eclipse.org
575,John_Wiegand@us.ibm.com
179,Darin_Wright@ca.ibm.com
584,Erich_Gamma@oti.com
687,gilberta@ca.ibm.com
694,DJ_Houghton@oti.com
696,jdt-core-inbox@eclipse.org
331,Philippe_Mulet@oti.com
723,Philippe_Mulet@oti.com
724,Philippe_Mulet@oti.com
727,platform-resources-inbox@eclipse.org
728,Philippe_Mulet@oti.com
719,DJ_Houghton@oti.com
448,platform-debug-inbox@eclipse.org
579,philippe_mulet@fr.ibm.com
747,Philippe_Mulet@oti.com
730,dejan@ca.ibm.com
705,Mike_Wilson@oti.com
457,chanskw@ca.ibm.com
460,platform-debug-inbox@eclipse.org
709,platform-swt-inbox@eclipse.org
717,jdt-ui-inbox@eclipse.org
731,platform-text-inbox@eclipse.org
734,Kevin_McGuire@oti.com
675,Philippe_Mulet@oti.com
755,Darin_Wright@ca.ibm.com
703,Erich_Gamma@oti.com
752,Philippe_Mulet@oti.com
462,turnham@ca.ibm.com
455,platform-resources-inbox@eclipse.org
758,Philippe_Mulet@oti.com
42,Erich_Gamma@oti.com
720,Kevin_Haaland@oti.com
559,Erich_Gamma@oti.com
763,DJ_Houghton@oti.com
748,Erich_Gamma@oti.com
751,Kevin_Haaland@oti.com
771,birsan@ca.ibm.com
765,DJ_Houghton@oti.com
251,Mike_Wilson@oti.com
565,Mike_Wilson@oti.com
761,Philippe_Mulet@oti.com
777,Platform-UI-Inbox@eclipse.org
285,jdt-ui-inbox@eclipse.org
774,DJ_Houghton@oti.com
788,Erich_Gamma@oti.com
776,Erich_Gamma@oti.com
782,turnham@ca.ibm.com
770,jdt-core-inbox@eclipse.org
792,jdt-ui-inbox@eclipse.org
794,jdt-core-inbox@eclipse.org
268,jdt-core-inbox@eclipse.org
698,platform-runtime-inbox@eclipse.org
434,pde-build-inbox@eclipse.org
806,DJ_Houghton@oti.com
811,klicnik@ca.ibm.com
772,Kevin_McGuire@oti.com
608,pde-build-inbox@eclipse.org
815,DJ_Houghton@oti.com
818,jdt-core-inbox@eclipse.org
679,platform-debug-inbox@eclipse.org
820,DJ_Houghton@oti.com
822,jdt-core-inbox@eclipse.org
808,Platform-UI-Inbox@eclipse.org
793,erich_gamma@ch.ibm.com
715,Kevin_Haaland@oti.com
833,DJ_Houghton@oti.com
802,Kevin_McGuire@oti.com
832,Mike_Wilson@oti.com
835,DJ_Houghton@oti.com
587,philippe_mulet@fr.ibm.com
762,DJ_Houghton@oti.com
807,Mike_Wilson@oti.com
693,jdt-text-inbox@eclipse.org
834,Platform-UI-Inbox@eclipse.org
547,jdt-ui-inbox@eclipse.org
831,Erich_Gamma@oti.com
680,Philippe_Mulet@oti.com
791,Darin_Wright@ca.ibm.com
651,pde-ui-inbox@eclipse.org
849,Mike_Wilson@oti.com
737,pde-ui-inbox@eclipse.org
745,Erich_Gamma@oti.com
767,DJ_Houghton@oti.com
319,Kevin_McGuire@oti.com
819,platform-text-inbox@eclipse.org
859,platform-team-inbox@eclipse.org
843,Mike_Wilson@oti.com
740,platform-cvs-inbox@eclipse.org
869,Erich_Gamma@oti.com
870,equinox.p2-inbox@eclipse.org
865,Erich_Gamma@oti.com
768,Philippe_Mulet@oti.com
509,jdt-ui-inbox@eclipse.org
626,Darin_Wright@ca.ibm.com
877,jdt-text-inbox@eclipse.org
876,birsan@ca.ibm.com
873,Kevin_Haaland@oti.com
221,Kevin_Haaland@oti.com
73,philippe_mulet@fr.ibm.com
884,jdt-ui-inbox@eclipse.org
882,platform-vcm-inbox@eclipse.org
890,Kevin_McGuire@oti.com
519,jdt-ui-inbox@eclipse.org
643,philippe_mulet@fr.ibm.com
557,Erich_Gamma@oti.com
897,Mike_Wilson@oti.com
864,Platform-UI-Inbox@eclipse.org
900,jdt-core-inbox@eclipse.org
901,Mike_Wilson@oti.com
659,Platform-UI-Inbox@eclipse.org
903,Platform-UI-Inbox@eclipse.org
911,platform-debug-inbox@eclipse.org
905,pde-ui-inbox@eclipse.org
914,DJ_Houghton@oti.com
913,platform-swt-inbox@eclipse.org
917,platform-vcm-inbox@eclipse.org
916,Platform-UI-Inbox@eclipse.org
923,Philippe_Mulet@oti.com
930,DJ_Houghton@oti.com
137,Darin_Wright@ca.ibm.com
259,Philippe_Mulet@oti.com
937,Philippe_Mulet@oti.com
919,Kevin_McGuire@oti.com
908,Mike_Wilson@oti.com
465,Erich_Gamma@oti.com
944,Philippe_Mulet@oti.com
501,jdt-ui-inbox@eclipse.org
779,Kevin_McGuire@ca.ibm.com
951,Erich_Gamma@oti.com
960,jdt-core-inbox@eclipse.org
506,jdt-debug-inbox@eclipse.org
963,Platform-UI-Inbox@eclipse.org
962,Nick_Edgar@oti.com
927,Platform-UI-Inbox@eclipse.org
435,Philippe_Mulet@oti.com
966,Mike_Wilson@oti.com
721,Erich_Gamma@oti.com
701,pde-ui-inbox@eclipse.org
918,platform-debug-inbox@eclipse.org
987,Philippe_Mulet@oti.com
986,jdt-ui-inbox@eclipse.org
980,erich_gamma@ch.ibm.com
975,Erich_Gamma@oti.com
208,philippe_mulet@fr.ibm.com
713,Erich_Gamma@oti.com
795,Erich_Gamma@oti.com
992,DJ_Houghton@oti.com
984,Philippe_Mulet@oti.com
979,Philippe_Mulet@oti.com
855,jdt-core-inbox@eclipse.org
1002,DJ_Houghton@oti.com
1000,Kevin_McGuire@ca.ibm.com
969,jdt-core-inbox@eclipse.org
922,DJ_Houghton@oti.com
812,Philippe_Mulet@oti.com
1013,Philippe_Mulet@oti.com
826,platform-ua-inbox@eclipse.org
941,dejan@ca.ibm.com
1023,Philippe_Mulet@oti.com
1021,pde-core-inbox@eclipse.org
1027,DJ_Houghton@oti.com
1034,erich_gamma@ch.ibm.com
1036,Philippe_Mulet@oti.com
1039,Erich_Gamma@oti.com
1031,Philippe_Mulet@oti.com
325,platform-swt-inbox@eclipse.org
1040,Nick_Edgar@oti.com
114,platform-vcm-inbox@eclipse.org
246,platform-ua-inbox@eclipse.org
976,philippe_mulet@fr.ibm.com
856,DJ_Houghton@oti.com
1041,Mike_Wilson@oti.com
1042,Mike_Wilson@oti.com
809,dejan@ca.ibm.com
1020,Erich_Gamma@oti.com
998,erich_gamma@ch.ibm.com
996,DJ_Houghton@oti.com
932,pde-ui-inbox@eclipse.org
1050,Philippe_Mulet@oti.com
1049,DJ_Houghton@oti.com
1058,jdt-apt-inbox@eclipse.org
1026,Erich_Gamma@oti.com
688,DJ_Houghton@oti.com
1066,Mike_Wilson@oti.com
1057,erich_gamma@ch.ibm.com
1075,platform-runtime-inbox@eclipse.org
1001,platform-swt-inbox@eclipse.org
1079,platform-text-inbox@eclipse.org
1081,Erich_Gamma@oti.com
92066,jdt-text-inbox@eclipse.org
1089,Nick_Edgar@oti.com
1090,Erich_Gamma@oti.com
1028,Platform-UI-Inbox@eclipse.org
1094,Philippe_Mulet@oti.com
1096,Nick_Edgar@oti.com
1091,Mike_Wilson@oti.com
1099,pde-ui-inbox@eclipse.org
1100,Platform-UI-Inbox@eclipse.org
1051,platform-swt-inbox@eclipse.org
678,pde-doc-inbox@eclipse.org
621,Darin_Wright@oti.com
1105,Nick_Edgar@oti.com
1076,Erich_Gamma@oti.com
1103,platform-swt-inbox@eclipse.org
542,Philippe_Mulet@oti.com
1107,DJ_Houghton@oti.com
1098,Mike_Wilson@oti.com
1046,dejan@ca.ibm.com
1114,Mike_Wilson@oti.com
1118,dj_houghton@ca.ibm.com
1113,birsan@ca.ibm.com
1055,platform-ant-inbox@eclipse.org
1120,jdt-core-inbox@eclipse.org
1117,platform-core-inbox@eclipse.org
1127,Mike_Wilson@oti.com
1116,Erich_Gamma@oti.com
1131,Nick_Edgar@oti.com
1134,wst.xml-inbox@eclipse.org
981,Mike_Wilson@oti.com
1070,Nick_Edgar@oti.com
1109,Winchest@uk.ibm.com
364,birsan@ca.ibm.com
1138,jdt-ui-inbox@eclipse.org
418,platform-swt-inbox@eclipse.org
4861,platform-resources-inbox@eclipse.org
167,platform-ua-inbox@eclipse.org
1143,Mike_Wilson@oti.com
1111,Erich_Gamma@oti.com
1140,jdt-core-inbox@eclipse.org
1149,Platform-UI-Inbox@eclipse.org
1152,platform-vcm-inbox@eclipse.org
1102,DJ_Houghton@oti.com
1132,jdt-core-inbox@eclipse.org
1155,Platform-UI-Inbox@eclipse.org
1159,klicnik@ca.ibm.com
860,Philippe_Mulet@oti.com
352,Kevin_Haaland@oti.com
308,Kevin_Haaland@oti.com
510,Erich_Gamma@oti.com
78,klicnik@ca.ibm.com
1160,Kevin_McGuire@oti.com
1161,Nick_Edgar@oti.com
1139,Erich_Gamma@oti.com
1171,Philippe_Mulet@oti.com
1178,jdt-core-inbox@eclipse.org
1174,jdt-ui-inbox@eclipse.org
1181,platform-swt-inbox@eclipse.org
1185,DJ_Houghton@oti.com
1187,Erich_Gamma@oti.com
156,platform-swt-inbox@eclipse.org
1130,Erich_Gamma@oti.com
1128,Erich_Gamma@oti.com
1052,Mike_Wilson@oti.com
978,Erich_Gamma@oti.com
1196,Mike_Wilson@oti.com
1198,Philippe_Mulet@oti.com
1195,Philippe_Mulet@oti.com
1201,Platform-UI-Inbox@eclipse.org
1172,Platform-UI-Inbox@eclipse.org
769,platform-vcm-inbox@eclipse.org
773,Platform-UI-Inbox@eclipse.org
421,platform-swt-inbox@eclipse.org
1204,platform-swt-inbox@eclipse.org
1205,Mike_Wilson@oti.com
241,Darin_Wright@ca.ibm.com
1211,Erich_Gamma@oti.com
938,jdt-ui-inbox@eclipse.org
1177,platform-debug-inbox@eclipse.org
567,Erich_Gamma@oti.com
898,Philippe_Mulet@oti.com
656,Kevin_Haaland@oti.com
1214,jdt-core-inbox@eclipse.org
1223,DJ_Houghton@oti.com
1221,platform-swt-inbox@eclipse.org
1216,Mike_Wilson@oti.com
1219,Mike_Wilson@oti.com
1208,Platform-UI-Inbox@eclipse.org
2184,dsdp.tm.rse-inbox@eclipse.org
804,Kevin_McGuire@oti.com
275,DJ_Houghton@oti.com
1227,Mike_Wilson@oti.com
872,dejan@ca.ibm.com
235,birsan@ca.ibm.com
1233,Erich_Gamma@oti.com
1199,Erich_Gamma@oti.com
322,philippe_mulet@fr.ibm.com
1235,Philippe_Mulet@oti.com
1238,klicnik@ca.ibm.com
1217,jdt-ui-inbox@eclipse.org
925,Kevin_Haaland@oti.com
906,DJ_Houghton@oti.com
1245,platform-update-inbox@eclipse.org
4438,platform-text-inbox@eclipse.org
1240,Philippe_Mulet@oti.com
1244,Philippe_Mulet@oti.com
829,Nick_Edgar@oti.com
632,Mike_Wilson@oti.com
933,jdt-core-inbox@eclipse.org
1266,Philippe_Mulet@oti.com
1024,platform-ant-inbox@eclipse.org
852,Platform-UI-Inbox@eclipse.org
1262,Philippe_Mulet@oti.com
1271,platform-swt-inbox@eclipse.org
1272,DJ_Houghton@oti.com
1273,Mike_Wilson@oti.com
1274,Nick_Edgar@oti.com
1276,DJ_Houghton@oti.com
1277,Platform-UI-Inbox@eclipse.org
1263,platform-swt-inbox@eclipse.org
1268,platform-vcm-inbox@eclipse.org
1264,Philippe_Mulet@oti.com
1287,DJ_Houghton@oti.com
1284,platform-swt-inbox@eclipse.org
1283,Philippe_Mulet@oti.com
1265,Erich_Gamma@oti.com
1255,Erich_Gamma@oti.com
553,Platform-UI-Inbox@eclipse.org
1243,Philippe_Mulet@oti.com
1278,Philippe_Mulet@oti.com
1295,Nick_Edgar@oti.com
1017,platform-core-inbox@eclipse.org
1290,DJ_Houghton@oti.com
1291,DJ_Houghton@oti.com
1297,Nick_Edgar@oti.com
1121,platform-debug-inbox@eclipse.org
1038,Darin_Wright@oti.com
1300,Philippe_Mulet@oti.com
523,jdt-ui-inbox@eclipse.org
1298,Nick_Edgar@oti.com
1301,Platform-UI-Inbox@eclipse.org
1247,Platform-UI-Inbox@eclipse.org
1285,Nick_Edgar@oti.com
1115,DJ_Houghton@oti.com
1306,jdt-core-inbox@eclipse.org
982,Erich_Gamma@oti.com
1309,Erich_Gamma@oti.com
1313,platform-core-inbox@eclipse.org
1315,Philippe_Mulet@oti.com
120,jdt-core-inbox@eclipse.org
1305,platform-update-inbox@eclipse.org
1317,jdt-ui-inbox@eclipse.org
1314,DJ_Houghton@oti.com
1299,Platform-UI-Inbox@eclipse.org
1318,Erich_Gamma@oti.com
1321,Philippe_Mulet@oti.com
1322,platform-resources-inbox@eclipse.org
1325,platform-cvs-inbox@eclipse.org
1330,DJ_Houghton@oti.com
993,Nick_Edgar@oti.com
1249,platform-doc-inbox@eclipse.org
1071,platform-swt-inbox@eclipse.org
1336,jdt-ui-inbox@eclipse.org
277,DJ_Houghton@oti.com
402,Erich_Gamma@oti.com
1257,erich_gamma@ch.ibm.com
1340,Nick_Edgar@oti.com
1339,Philippe_Mulet@oti.com
1346,Mike_Wilson@oti.com
1349,Nick_Edgar@oti.com
1360,jdt-ui-inbox@eclipse.org
1361,dejan@ca.ibm.com
1365,jdt-text-inbox@eclipse.org
1347,erich_gamma@ch.ibm.com
1356,DJ_Houghton@oti.com
1252,birsan@ca.ibm.com
1363,Philippe_Mulet@oti.com
935,Nick_Edgar@oti.com
433,DJ_Houghton@oti.com
1337,Darin_Wright@oti.com
1383,Mike_Wilson@oti.com
1014,platform-text-inbox@eclipse.org
647,jdt-debug-inbox@eclipse.org
70,platform-runtime-inbox@eclipse.org
1393,Philippe_Mulet@oti.com
1375,Erich_Gamma@oti.com
1367,Nick_Edgar@oti.com
1400,jdt-core-inbox@eclipse.org
1402,Philippe_Mulet@oti.com
1377,DJ_Houghton@oti.com
1404,Philippe_Mulet@oti.com
1368,jdt-core-inbox@eclipse.org
1151,DJ_Houghton@oti.com
1409,Erich_Gamma@oti.com
98,platform-text-inbox@eclipse.org
1417,Platform-UI-Inbox@eclipse.org
1135,jdt-text-inbox@eclipse.org
1416,chanskw@ca.ibm.com
1423,philippe_mulet@fr.ibm.com
1425,Philippe_Mulet@oti.com
1422,DJ_Houghton@oti.com
1343,Platform-UI-Inbox@eclipse.org
456,mkwan@ca.ibm.com
1304,Erich_Gamma@oti.com
989,Erich_Gamma@oti.com
1426,Erich_Gamma@oti.com
1420,Erich_Gamma@oti.com
1294,Platform-UI-Inbox@eclipse.org
1434,Nick_Edgar@oti.com
446,klicnik@ca.ibm.com
1436,Erich_Gamma@oti.com
1428,Platform-UI-Inbox@eclipse.org
1433,jdt-ui-inbox@eclipse.org
1437,DJ_Houghton@oti.com
1446,Philippe_Mulet@oti.com
1444,Mike_Wilson@oti.com
1406,Philippe_Mulet@oti.com
1320,Philippe_Mulet@oti.com
1454,Philippe_Mulet@oti.com
1458,Philippe_Mulet@oti.com
220,Nick_Edgar@oti.com
1481,DJ_Houghton@oti.com
1483,jdt-ui-inbox@eclipse.org
1480,Mike_Wilson@oti.com
1469,Darin_Wright@oti.com
1474,pde-doc-inbox@eclipse.org
1456,Nick_Edgar@oti.com
181,Mike_Wilson@oti.com
1506,jdt-ui-inbox@eclipse.org
1498,DJ_Houghton@oti.com
1449,DJ_Houghton@oti.com
796,philippe_mulet@fr.ibm.com
787,Platform-UI-Inbox@eclipse.org
1514,Platform-UI-Inbox@eclipse.org
1503,Erich_Gamma@oti.com
692,jdt-core-inbox@eclipse.org
467,DJ_Houghton@oti.com
1526,Philippe_Mulet@oti.com
1527,Philippe_Mulet@oti.com
1492,platform-vcm-inbox@eclipse.org
1169,platform-text-inbox@eclipse.org
1532,Erich_Gamma@oti.com
1525,Platform-UI-Inbox@eclipse.org
1461,Erich_Gamma@oti.com
186,Erich_Gamma@oti.com
1533,jdt-core-inbox@eclipse.org
1539,platform-swt-inbox@eclipse.org
1523,Kai-Uwe_Maetzel@oti.com
1510,Platform-UI-Inbox@eclipse.org
1534,Platform-UI-Inbox@eclipse.org
1544,Kevin_McGuire@oti.com
1547,DJ_Houghton@oti.com
1515,Erich_Gamma@oti.com
1558,jdt-ui-inbox@eclipse.org
1569,DJ_Houghton@oti.com
1482,jdt-text-inbox@eclipse.org
1565,__UNKNOWN__
1517,Nick_Edgar@oti.com
928,jdt-core-inbox@eclipse.org
1581,Erich_Gamma@oti.com
1586,DJ_Houghton@oti.com
1394,Erich_Gamma@oti.com
1589,platform-core-inbox@eclipse.org
1431,Darin_Wright@ca.ibm.com
171,Erich_Gamma@oti.com
1543,Mike_Wilson@oti.com
1596,Mike_Wilson@oti.com
293,Platform-UI-Inbox@eclipse.org
1606,Kevin_McGuire@oti.com
783,platform-swt-inbox@eclipse.org
1616,Nick_Edgar@oti.com
1614,Nick_Edgar@oti.com
1607,platform-vcm-inbox@eclipse.org
1626,jdt-text-inbox@eclipse.org
1622,pde-build-inbox@eclipse.org
